Name,playerid,Age
Parker Kelly,sa3007711,#N/A
Gunner Mayer,sa3011199,21
Jake Kinney,sa3008401,#N/A
Brandon Marklund,sa3008663,#N/A
Tyler Watson,sa876164,25
Grant Townsend,sa3007268,24
James Kingsbury,sa3016838,23
Anthony Guerra,sa870202,#N/A
Ethan Larrison,sa3006767,#N/A
Scott Burke,sa738474,#N/A
Jordan Mikel,sa3015094,23
Nick Gallagher,sa3005408,26
Oscar Marcelino,sa830623,#N/A
Juan Geraldo,sa3005885,20
Robinson Hernandez,sa3005879,23
Andrew Gross,sa3010127,25
Luke Chevalier,sa3010136,26
Emilker Guzman,sa3003158,23
Daniel Juarez,sa3011139,21
Christian Tripp,sa3007610,25
Marlon Constante,sa873298,#N/A
Angel Acevedo,sa917893,23
Walter Pennington,sa3014971,24
Bryson Hutchinson,sa3005328,#N/A
Gustavo Rodriguez,sa3008438,21
Alberto Leyva,sa914411,#N/A
Joseph DeMers,sa3008597,25
Frandy Torres,sa919202,#N/A
Rafael Ordaz,sa657895,#N/A
Wilkelma Castillo,sa3008487,22
Trevor Horn,sa3007457,#N/A
Winston Nicacio,sa918024,#N/A
Gerald Garcia,sa1172141,20
Marcos Machado,sa916571,#N/A
William Oxford,sa3004478,#N/A
Dalton Lehnen,sa873948,#N/A
Antonio Jimenez,sa3008074,21
Eric Hepple,sa3006992,#N/A
Adam Laskey,sa3014851,24
Daniel Ramos,sa828512,#N/A
Brailin Gonzalez,sa3005442,22
Franklin Dacosta,sa3002925,22
Chandler Day,sa3008021,#N/A
Robinson Ortiz,sa3004006,22
Carson Lance,sa3004592,#N/A
Refugio Marin,sa977187,#N/A
Anthony Locey,sa3011123,23
Osvaldo Berrios,sa3004702,22
Kevin Coulter,sa3010115,25
Brendan Murphy,sa3004961,23
Kyle Hinton,sa3006981,25
Austin Orewiler,sa875673,#N/A
Brendan Bell,sa3011236,22
Joshua Wolf,sa3011638,21
Oswaldo Martinez,sa393077,#N/A
Abdiel Mendoza,sa916829,23
John Gray,sa3007723,#N/A
Daniel Hrbek,sa3004716,#N/A
Christofer Dominguez,sa3003078,22
Kyle Martin,sa3010815,24
Carlos Gomez,sa3006699,24
Kumar Nambiar,sa3010666,24
Kyle Hill,sa3009922,25
Jorge Rodriguez,sa3006074,21
Franklin Wallace,sa3015105,23
Nelson Hernandez,sa828823,#N/A
Chih-Ting Wang,sa3007602,23
Marc Church,sa3015080,21
Steven Casey,sa3010820,26
David Mercado,sa3005024,23
Junior Santos,sa3005470,20
Jason Blanchard,sa3010313,#N/A
Hector Figueroa,sa873724,27
Timothy Elliott,sa1169632,24
Nelvin Correa,sa3003103,25
Miguel Ausua,sa3006835,#N/A
Juan Nunez,sa828600,#N/A
Roy Garcia,sa3002941,21
Samuel Sheehan,sa918715,#N/A
Jesus Alcantar,sa3002590,#N/A
Jeremiah Burke,sa3010143,24
James Marinan,sa3005121,23
Elroy Urbina,sa599414,#N/A
Serafino Brito,sa3010312,25
Jared Poche',sa857617,#N/A
Kolby Kubichek,sa3017271,22
Daniel Palencia,sa3015122,22
Nelson Leon,sa828241,#N/A
Elkin Alcala,sa917126,#N/A
Jorge Labrador,sa916839,23
Michael Matuella,sa827490,#N/A
Gregori Vasquez,sa873328,24
Brock Hartson,sa857665,#N/A
Jason Reynolds,sa3010577,23
Hayden Roberts,sa3002823,#N/A
Tom de Blok,sa971762,#N/A
Luis Moncada,sa873694,24
Delvin Capellan,sa3002996,23
Luinder Avila,sa3006507,20
Jonathan Olsen,sa3015032,25
Carlos Calderon,sa3009713,20
Hector Galvan,sa737570,#N/A
Orceli Gomez,sa3007841,21
Austin Faith,sa3014803,24
Jose Lopez,sa3003055,23
Cristian Sierra,sa3009859,24
Abel Adames,sa917912,26
Jose Conopoima,sa3003134,#N/A
Carlos De Los Santos,sa3005448,21
Harrison Rutkowski,sa3017067,23
Alex Palmer,sa3011347,24
Mason Hickman,sa3015033,23
Freisis Adames,sa916725,25
Angel Cuenca,sa3006414,20
Martin Santana,sa3006402,21
Bryce Tucker,sa1119388,25
Michael Giacone,sa3014802,25
Matthew Walker,sa1169914,24
Christian Vann,sa3007812,26
Michael LoPresti,sa3006984,#N/A
Michael Martinez,sa3006415,22
Bradley Blalock,sa3011809,21
Joseph Camacho,sa913096,#N/A
Benjamin Sandoval,sa545115,#N/A
Oscar Tovar,sa873186,24
Miguel Guerrero,sa3014872,21
Linder Castro,sa592949,#N/A
Axel Rios,sa595954,#N/A
Ernesto Jaquez,sa3004869,23
Gary Crosby,sa3004477,#N/A
Jeferson Mejia,sa751022,#N/A
Benony Robles,sa3006135,21
Christopher Soriano,sa3009514,20
Dane Myers,sa915708,#N/A
Jose Vasquez,sa871767,#N/A
Jairo Iriarte,sa3010798,20
Miguel Rodriguez,sa3006570,23
Ethan Hankins,sa3008589,#N/A
Diego Cordero,sa3004004,22
Levi Prater,sa3014861,23
Jeferson Figueroa,sa3016811,21
Pedro Gonzalez,sa3002617,21
Hector Yan,sa917194,23
Riley Echols,sa3003933,#N/A
Edgardo Henriquez,sa3009613,20
Juan Lopez,sa881080,#N/A
Eliezer Rodriguez,sa3003064,23
Destin Dotson,sa3009988,22
Christian James,sa918327,#N/A
Diego Granado,sa3014931,25
Benjamin Brecht,sa3011218,24
Abismael Villaman,sa3006152,#N/A
Timothy Hardy,sa3004104,#N/A
Jeremy McKinney,sa915723,#N/A
Xavier Concepcion,sa3006618,24
Kyle Gruller,sa3015387,24
Carlos Guzman,sa871477,24
Jonathan Teaney,sa829674,#N/A
Andry Lara,sa3014716,19
Bryce Nightengale,sa3007481,25
Randy Labaut,sa3010615,25
Grant Judkins,sa3015004,24
Orlando Rodriguez,sa3011421,26
Igor Januario,sa3006638,24
John Stankiewicz,sa3016001,23
Nicolas Heredia,sa733608,#N/A
Luis Carrasco,sa1172127,20
Brenan Hanifee,sa917973,#N/A
Rigoberto Borbolla,sa3006170,20
Jose Medina,sa737197,#N/A
Blake Goldsberry,sa3014978,25
Angel Landazuri,sa549571,#N/A
Brian Jesson-Dalton,sa1170121,25
Garrett Leonard,sa3010141,25
John LaRossa,sa3014933,27
Tanner Cooper,sa1170930,22
Dahian Santos,sa3015282,19
Daniel Guerrero,sa325916,#N/A
Jack Kochanowicz,sa3014539,21
Christopher Viall,sa738995,#N/A
Joshua Hiatt,sa3008612,#N/A
Luis Curvelo,sa3008169,21
Leonel Aponte,sa917879,22
Vincent Coletti,sa1170123,25
Alex Roth,sa3011220,24
Ludwin Jimenez,sa3005856,20
Chad Sykes,sa1169870,26
Michael Dominguez,sa3011198,21
Erling Moreno,sa827076,#N/A
Nicholas Sprengel,sa3007714,#N/A
Cobi Johnson,sa3006693,26
Wander Cabrera,sa873320,#N/A
Ted Cillis,sa3006838,#N/A
Carlos Vega,sa3007909,#N/A
Peyton Culbertson,sa3007805,#N/A
Keith Weisenberg,sa829809,#N/A
Isaiah Carranza,sa3015001,25
Dawel Rodriguez,sa3011894,23
Manuel Cachutt,sa3003133,25
Andrew Magno,sa3010824,24
Sammy Tavarez,sa3015079,23
Christian Mejias,sa946165,23
Freylin Garcia,sa941791,24
Connor Van Scoyoc,sa3010243,22
Jeffrey Colon,sa3006421,22
Haydn King,sa3015099,23
Devon Perez,sa3006812,#N/A
Rylan Kaufman,sa3008588,23
Luis Gamez,sa829025,#N/A
Kelvin Nunez,sa3002816,22
Thomas Girard,sa3015011,23
Luis Mateo,sa597557,#N/A
Gabriel Noguera,sa3002914,26
Frank Valentino,sa3011223,#N/A
Erin Baldwin,sa3006963,#N/A
Jake Zebron,sa3007250,22
Mario Jimenez,sa944733,#N/A
Leonardo Rodriguez,sa3003058,24
Frank Lopez,sa3007227,21
Juan Pichardo,sa3008727,24
Homer Cruz,sa3009499,22
Nicio Rodriguez,sa3011194,22
Derek West,sa3010557,25
Robert Peto,sa3014848,23
Regi Grace,sa3008101,22
Jose Moreno,sa3003113,21
Wander Arias,sa3011440,22
Connor Gillispie,sa1169801,24
Fraser Ellard,sa3016907,24
Adrian Garza,sa509404,#N/A
Sal Biasi,sa3004091,26
Adam Macko,sa3011555,21
Miguel Rondon,sa3006068,21
Carlos Romero,sa3003106,22
Jesus Sanchez,sa508091,#N/A
Luis Mey,sa3010130,21
Edgar Martinez,sa3008636,#N/A
Matthew Hammonds,sa3004711,#N/A
Jared Brasher,sa3004567,#N/A
Alexander Nolan,sa3010267,26
Dylan Castaneda,sa3011731,20
Jose Larez,sa3005123,25
Samuel Kessler,sa3010650,24
Francisco Villegas,sa917805,#N/A
Justin Crump,sa3014974,26
James Gonzalez,sa3011609,21
Marco Estrada,1118,#N/A
Matthew De La Rosa,sa918741,#N/A
Carlos Garcia,sa3006590,23
Andrew McGuire,sa3008048,#N/A
Jerryell Rivera,sa3004945,23
Justin Miller,sa918239,24
Williander Moreno,sa3005698,23
Michael YaSenka,sa1170117,24
Jose Davila,sa3015092,19
Riley McCauley,sa3007964,#N/A
William Layne,sa876243,#N/A
Jeremy Wu-Yelland,sa3014520,23
Rainiery Rodriguez,sa3007903,21
Malcolm Van Buren,sa918752,23
Francis Beriguete,sa948350,22
Jose Garcia,sa3002804,24
Juan Diaz,sa3003065,24
Justin Kelly,sa3017072,23
Moises Nova,sa873434,#N/A
Wellington Diaz,sa3004579,25
John Matthews,sa3010311,24
Victor Munoz,sa3006381,21
Coleman Crow,sa3015142,21
Peyton Plumlee,sa3011654,25
Conner O'Neil,sa915599,27
Leudeny Pineda,sa3007998,26
James Cumbie,sa3006954,25
Yeury Gervacio,sa3007468,22
Anthony Escobar,sa3005691,21
Jose Franco,sa3008714,21
Richard Morban,sa885669,24
Daniel Cody,sa3010662,25
Nicholas Yoder,sa3010634,23
Kenneth Wells,sa3011343,24
Kory Behenna,sa3004600,#N/A
Estalin Ortiz,sa3006395,23
Daniel James,sa3007217,#N/A
Rafael Carvajal,sa924083,#N/A
Sean Wymer,sa3007204,25
Saul Castellanos,sa883144,#N/A
Eris Filpo,sa917835,24
Jhonny Valdez,sa917393,23
David Hernandez,sa3014541,20
Edgar Sanchez,sa3011131,21
Gabriel Rodriguez,sa3007219,23
Confesor Inoa,sa919027,#N/A
Peyton Long,sa3010318,24
Eric Pardinho,sa968102,21
Junior Montero,sa3008701,23
Jhonatan Munoz,sa916947,22
Luis Araujo,sa737446,#N/A
Jacob Schlesener,sa875595,25
Wander Guante,sa3009851,22
Robin Vazquez,sa3008265,24
Luis Moreno,sa3009950,23
Garrett Cave,sa829217,#N/A
Aaron Perry,sa1055363,23
Logan Rinehart,sa3010255,#N/A
Rafael Monsion,sa3003096,22
Mayky Perez,sa829767,#N/A
Maikel Garrido,sa3008540,22
Eumir Sepulveda,sa830158,#N/A
Jasiel Alvino,sa917335,#N/A
Cody Scroggins,sa3011417,25
Bernardo Hiraldo,sa3009812,22
Eudrys Manon,sa3009631,24
Jason Parker,sa3014976,24
Chadwick Bryant,sa3011133,22
Jairo Lopez,sa3005824,21
Hector Guance,sa828746,#N/A
Kellen Rholl,sa3007258,26
Jhon De Jesus,sa877525,#N/A
Alfred Vega,sa3006495,21
Luis Ortiz,sa3005872,21
Rafi Gonell,sa3007807,#N/A
Garrett Lawson,sa3014785,23
Matthew Turner,sa3005029,22
Jorge Benitez,sa3004462,23
Edisson Gonzalez,sa3002979,#N/A
Adam Reuss,sa3003993,#N/A
Tyler Adams,sa1170483,24
Robert Politz,sa3010377,#N/A
Luis De Paula,sa3003073,#N/A
Nathanael Heredia,sa3009986,21
Jose Dicochea,sa3011497,21
Alger Hodgson,sa916713,23
Joshua Stephan,sa3015286,20
Garvin Alston,sa3010238,25
Elvis Garcia,sa3015360,19
Martin Carrasco,sa3002791,22
Elias Espino,sa3002801,#N/A
Miguel Suero,sa3006066,25
Listher Sosa,sa3009725,20
Hugh Smith,sa3008669,#N/A
Leury Tejada,sa3007935,22
Justin Jarvis,sa3007775,22
Luis Pino,sa683316,#N/A
Hildemaro Requena,sa832269,#N/A
Andrew McDonald,sa857612,#N/A
Wilkel Hernandez,sa918026,#N/A
Manuel Veloz,sa3011349,21
Nathaniel Hadley,sa3010553,#N/A
Christopher Brahms,sa3015074,24
Brailin Rodriguez,sa3009238,19
Robert Kwiatkowski,sa3014929,25
Junior Mieses,sa3005258,22
Wilson Gherbaz,sa3009208,21
Joshua Reagan,sa3004830,#N/A
Alfredo Tavarez,sa918485,#N/A
Enmanuel Acosta,sa3010325,23
Jose Gonzalez,sa3003139,24
Casey Ryan,sa3004827,#N/A
Trayson Kubo,sa3010314,24
Cole Duensing,sa918090,24
Yasel Santana,sa3005075,25
Taylor Bloye,sa3016265,27
Liam McCall,sa3005018,23
Sergio Pacheco,sa919042,#N/A
Junior Tejada,sa944591,#N/A
Luis Valdez,sa882196,#N/A
Daritzon Feliz,sa3002813,22
Marlin Willis,sa3005116,24
Hugo Villalobos,sa3008729,20
Trey Turner,sa3006696,26
Wilkelman Gonzalez,sa3008687,20
Ronny Garcia,sa3003030,22
Houston Roth,sa3011527,24
Cleiverth Perez,sa3002985,22
Randy Pondler,sa919219,#N/A
Michael Costanzo,sa3007620,26
Harold Cortijo,sa3004588,23
Jacob Forrester,sa3010319,26
Anderson Bido,sa3004204,23
Yehizon Sanchez,sa3011574,21
Justin McGregor,sa3007492,#N/A
Jhosua Alcantara,sa917060,24
Kevin Holcomb,sa3011247,23
Yeremi Ceballos,sa917883,23
Bryan Pena,sa3006483,22
Rafael Ohashi,sa3015040,19
Estarlin Rodriguez,sa3004871,22
Sonny Vargas,sa3006163,#N/A
Andricson Salvador,sa3010266,#N/A
Dylan Thomas,sa1115767,#N/A
Franyel Casadilla,sa828384,#N/A
Winder Garcia,sa3009246,20
Francisco Moreno,sa824739,#N/A
Jesus Valles,sa3005866,24
Jesus Barraza,sa504962,#N/A
Enrique Santana,sa3007496,24
Reinys Portillo,sa3009227,21
Leonardo Taveras,sa3002934,23
Guadalupe Chavez,sa872819,#N/A
Michael Brewer,sa3015149,21
Angello Infante,sa916705,23
Brauny Munoz,sa3006398,21
Calvin Coker,sa3007932,#N/A
Alejandro Chavarria,sa977121,#N/A
Charles Cerny,sa3007230,25
Steffon Moore,sa3007857,25
Luis Cepeda,sa3006132,#N/A
Landon Leach,sa3005243,22
Alexander Montero,sa3005222,24
James Lewis,sa3014533,21
Samuel Romero,sa3010302,25
William Guay,sa3010629,25
Alejandro Made,sa3005218,24
Wilfred Salaman,sa921448,#N/A
Carson Coleman,sa3014857,24
Fauris Guerrero,sa877605,#N/A
Kevin Milam,sa3010819,24
Ryan Miller,sa3008035,#N/A
Nelson Alvarez,sa3010783,24
Nolan Martinez,sa917988,24
Matthew Swain,sa1170357,24
Tanner Myatt,sa3007719,24
Zach Seipel,sa3007783,25
Julio Goff,sa3009247,22
Jerrord Perez,sa3007859,#N/A
Ismael Aquino,sa3003104,23
Mason Englert,sa3015036,22
Liam Jenkins,sa3007458,25
Daniel Martinez,sa3007734,23
Nicholas Lockhart,sa3011743,21
Carlos Francisco,sa3003153,#N/A
Jose Moreno,sa836384,25
Bryan Castillo,sa917515,23
Xavier Altamirano,sa875865,#N/A
Eugenio Palma,sa829746,#N/A
Martin Salazar,sa3009506,#N/A
Ramon Pineda,sa3003053,24
Alberto Gonzalez,sa3007239,22
Matthew Cleveland,sa918273,24
Blane Abeyta,sa3014975,23
Mikell Manzano,sa3015441,19
Jeifry Nunez,sa873542,#N/A
Ryan Zeferjahn,sa3011217,24
Nickolas Gruener,sa918503,#N/A
Jose Martinez,sa828472,#N/A
Graeme Stinson,sa3011900,24
Jacinto Arredondo,sa3015009,24
Arturo Roque,sa3011049,21
Luis Florentino,sa3009495,22
Mario Doble,sa3009752,21
Cristofer Mezquita,sa3006374,22
Harrison Francis,sa3005295,23
Dario Peralta,sa3008390,21
Gavin Collyer,sa3011742,21
Lineras Torres,sa3008329,21
Juan Burgos,sa3009272,22
Nathan Alexander,sa3007969,#N/A
Brock Begue,sa3010320,23
Thayer Nightengale,sa3015039,26
Yon Castro,sa3005848,23
Edgar Martinez,sa924538,#N/A
Juan Macias,sa914049,#N/A
Juan Abril,sa3002921,24
Daiveyon Whittle,sa3007617,#N/A
Jordan Scott,sa3008133,#N/A
Yorlin Calderon,sa3010371,20
Michele Vassalotti,sa3004802,21
Luis Vega,sa3009830,20
Josue Panacual,sa3010568,20
Xavier Javier,sa872871,24
Jol Concepcion,sa3002947,23
Braham Rosario,sa3006156,#N/A
Mason Cole,sa3015274,24
Angel Chivilli,sa3009470,19
Sandy Gaston,sa3011136,20
Connor Sechler,sa3015145,23
Luis Rosario,sa827956,#N/A
Joelvis Del Rosario,sa3008486,21
Jose Atencio,sa3010304,20
Justin Friedman,sa3010123,#N/A
Audry Lugo,sa3008710,23
Mark Conger,sa3007716,#N/A
Carlos Del Rosario,sa3009467,23
Matthew Stil,sa1170297,21
Liam Norris,sa3014543,20
Teodoro Ortega,sa3006486,22
Nathan Wiles,sa3010307,#N/A
Carlos Hiraldo,sa3015159,24
Jose Almonte,sa737055,26
Geison Urbaez,sa3015135,21
Alexander Franklin,sa3011419,25
Freicer Perez,sa873207,26
Hector Villalobos,sa3002572,#N/A
Blakely Brown,sa3008480,#N/A
Wilber Perez,sa3005219,24
Daniel Vitriago,sa3006586,#N/A
Deacon Medders,sa3010001,#N/A
Jorge Martinez,sa828711,#N/A
Mike Pascoe,sa3006989,#N/A
Jesus Ozoria,sa3002819,#N/A
Ryan Troutman,sa1170406,25
Manuel De La Rosa,sa3015950,19
Florencio Serrano,sa3010124,22
Nixson Munoz,sa3009458,#N/A
Rigoberto Fernandez,sa3007257,24
Ryan Anderson,sa1172845,23
Fraicy Breton,sa3008136,21
Cameron Enck,sa3010128,#N/A
Carson King,sa3015060,22
Zachary Kohn,sa1115756,24
Gilmael Troya,sa872841,#N/A
Dualvert Gutierrez,sa3015452,21
Jorge Garcia,sa3009229,#N/A
Giovanni Arriera,sa3004465,24
Miguel Vinicio,sa3008164,22
Pedro Santos,sa1171936,22
Bradley Hanner,sa3010837,23
Elvis Contreras,sa3016454,22
Darwin Feliz,sa873156,#N/A
Kyle Thomas,sa3004336,#N/A
Yohandry Perez,sa3008656,#N/A
Yorlenis Noa,sa3006546,#N/A
Brandon Jenkins,sa3014855,23
Neraldo Catalina,sa1172730,22
Elvis Alvarado,sa919291,23
Edward Baram,sa3010664,25
Juan Nunez,sa3015464,21
Delvis Alegre,sa3006352,21
Tyrone Yulie,sa3010246,20
Javier Atencio,sa3009602,20
Wilgenis Alvarado,sa3008708,22
Kevin Garcia,sa3006516,22
Alex DuBord,sa3006979,#N/A
Joel Condreay,sa3008102,#N/A
Marcus Evey,sa3006987,24
Rafael Gomez,sa923902,#N/A
Gabriel Barbosa,sa3009593,20
Jared DiCesare,sa3010624,#N/A
Edinson Batista,sa3009266,20
Jhonneyver Gutierrez,sa917815,#N/A
Luis Peralta,sa3005843,21
Ian Koch,sa3008518,24
Jose Mullings,sa3009620,#N/A
Wyatt Sparks,sa1119694,22
Frainger Aranguren,sa3003132,25
Antonio Hernandez,sa3002788,#N/A
Maikel Aguiar,sa921734,#N/A
Hugo Beltran,sa3006354,22
Justin Garcia,sa3006982,#N/A
Adrian Quintana,sa3016465,19
Jose Cedeno,sa3008682,20
Carlos Jimenez,sa3008711,19
Clark Cota,sa3006802,25
Juan Carela,sa3009237,20
Frander Veras,sa3008723,23
Brian Rapp,sa3007709,26
Donny Breek,sa3007600,22
Luis Villar,sa3006496,#N/A
Shea Barry,sa1170345,24
Enrique Saldana,sa917066,23
Benjamin Keizer,sa3014970,24
Peniel Otano,sa3016751,19
Cole Milam,sa3014930,24
Cole Watts,sa3004358,#N/A
Alexis Ramirez,sa3006545,#N/A
Tomas Reyes,sa3008445,22
Esmerlin Vinicio,sa3014708,#N/A
Corey Gaconi,sa1159891,#N/A
Allen Facundo,sa3016071,19
Glen Richardson,sa3009934,#N/A
Luis Barroso,sa3005697,#N/A
Raul De Los Reyes,sa3003071,#N/A
Karlo Seijas,sa3006369,21
Jonathan Petit,sa3016842,21
Roger Rodriguez,sa3009234,20
Alec Rennard,sa3008226,#N/A
Erick Pinales,sa3007963,23
Kenlly Montas,sa917471,26
Hansel Rincon,sa3015450,19
Kelvin Caceres,sa3005876,22
Matthew Thompson,sa3011866,21
Wilfry Cruz,sa917190,#N/A
Brendan Hardy,sa3008290,22
Elvis Jerez,sa3009469,22
Christopher Marte,sa917461,#N/A
Theodore McDowell,sa3007809,23
Alan Perdomo,sa3006399,20
Joshua Javier,sa917392,23
Francis Del Orbe,sa3003043,#N/A
Matthew Beattie,sa1172726,23
Corey Stone,sa3010562,23
Francisco Justo,sa3007907,23
Andrew Budier,sa3006111,#N/A
Tyler Poulin,sa3010138,#N/A
Drew Finley,sa875004,#N/A
Reid Birlingmair,sa3007473,25
Braxton Lorenzini,sa876106,#N/A
Chi-Feng Lee,sa3007466,#N/A
Matthew Peguero,sa3003164,22
Jose Aquino,sa3011364,20
Raynel Moron,sa3015480,21
Ivan Oviedo,sa3016038,19
Felipe Castaneda,sa3004456,#N/A
Jiorgeny Casimiri,sa3011736,20
Manuel Mercedes,sa3015214,#N/A
Brian Eichhorn,sa3009987,#N/A
Kevin Biondic,sa3008027,#N/A
Bryan Caceres,sa3005687,22
Alex Santos,sa3014684,20
Jose Chambuco,sa3008703,#N/A
Joshua Cornielly,sa3005890,#N/A
Nomar Rojas,sa3009742,21
Jordany Ventura,sa3008542,#N/A
Yoilan Quinonez,sa3004769,22
Tyler Baum,sa1054042,#N/A
Yoendrys Gomez,sa3004650,22
Naswell Paulino,sa3002998,22
Victor Rodriguez,sa3006975,#N/A
Leif Strom,sa3007220,25
Ricky Benton,sa3015034,24
Bryan Lucas,sa3006123,24
Starlin Cordero,sa874250,#N/A
Jean Marcelino,sa3008695,21
Joel Stevens,sa3007589,#N/A
Jeremy Randolph,sa3010368,#N/A
Diorys Guerrero,sa3009503,21
Jervic Chavez,sa3002916,25
Austin Anderson,sa3007722,#N/A
Juan Gomez,sa3002821,#N/A
Luis Lopez,sa3009714,20
Rafael Martinez,sa3008554,#N/A
Johzan Oquendo,sa3015148,#N/A
Case Williams,sa3015013,20
Niels Stone,sa3008472,#N/A
Henry Valencio,sa3005257,#N/A
Bryar Johnson,sa3004670,#N/A
Edwin Nunez,sa3014813,20
Elixon Caballero,sa3002973,21
Kelvin Sanchez,sa3005353,#N/A
Ian Exposito,sa1172530,#N/A
Luis Arejula,sa3016619,20
Ricardo Silva,sa3002986,22
Elian Rodriguez,sa3004715,25
Thomas St. Clair,sa3004021,#N/A
Pablo Mujica,sa3009596,#N/A
Francis Ventura,sa917670,#N/A
Franklin Moore,sa3016795,22
Sergio Caruci,sa3015448,19
Kikito Severino,sa3016030,20
Jose Roca,sa917792,#N/A
Phillip Lacaze,sa3009942,#N/A
Jonaiker Villalobos,sa919870,#N/A
Jorge Bautista,sa3008406,21
Stiven Cruz,sa3015938,20
Fernando Olguin,sa3008571,#N/A
Raidel Orta,sa3006818,#N/A
Matt Martin,sa3010126,#N/A
Henry Baez,sa3016584,19
Junior Gonzalez,sa828546,#N/A
Juan Rivera,sa3009528,24
Eury Rosado,sa3016489,21
Miguel Vargas,sa3009487,21
Whit Drennan,sa1170576,25
Brayan Salaya,sa3003032,#N/A
Israiky Berroa,sa3006515,#N/A
Manny Ramirez,sa3004833,#N/A
Luis Vizcaino,sa3011812,20
Cristian Mena,sa3015302,#N/A
Samuel Rodriguez,sa3015438,20
Grayson Huffman,sa829012,#N/A
Cole Aker,sa3007462,25
Carlos Rosario,sa3016233,22
Ronaldo Alesandro,sa3007627,24
Kleiber Bordones,sa3006173,#N/A
Wilberson Liendo,sa3002688,#N/A
Carlos Gutierrez,sa3009226,22
Yeyson Velez,sa3008405,#N/A
Jefferson Herrera,sa3015095,23
Juan De Paula,sa873153,24
Ronald Pereira,sa3009717,#N/A
Adriel Gonzalez,sa3009230,20
Dennis Herrera,sa916706,#N/A
Jacob Gozzo,sa3014979,25
Zaquiel Puentes,sa3006351,21
Osvanni Gutierrez,sa3009730,#N/A
Gabriel Sosa,sa3011682,21
Jose Betances,sa3004867,22
Reynardo Cruz,sa3016032,20
Jawilme Ramirez,sa3016204,20
Marco Carrillo,sa328993,#N/A
Victor Azor,sa3007238,#N/A
Reibyn Corona,sa3009521,20
Fausto Segura,sa3005036,#N/A
Theodore Stuka,sa3011238,25
Omar Conoropo,sa917047,#N/A
Maiker Manuel,sa3003068,#N/A
Andri Tavarez,sa3016588,19
Rafael Tua,sa3008692,20
Manuel Olivares,sa3009471,20
Carlos De Avila,sa3005895,#N/A
Jesus Gomez,sa3005823,#N/A
Adrian Mardueno,sa1170287,#N/A
Rael Santos,sa3006635,#N/A
Luis De La Rosa,sa3009778,19
Felipe De La Cruz,sa3016065,21
Francisco Fermin,sa3008171,#N/A
Dakota Bennett,sa3005071,#N/A
Juan Martinez,sa3016278,19
Ivan Fortunato,sa917594,#N/A
Jheyson Perez,sa3009600,#N/A
Nicolas Medina,sa3003035,#N/A
Benjamin Rodriguez,sa3004962,#N/A
Sandro Bargallo,sa3009639,20
Yunior Perez,sa917886,#N/A
Anderson Mercedes,sa3005711,#N/A
Wilkin Ramos,sa3006487,21
Juan Rojas,sa3016285,18
Jose Ferrer,sa3006373,22
Carlos Garcia,sa3015510,19
Jose Gomez,sa3002950,#N/A
Wuardo Fernandez,sa3006521,21
Julio Ayola,sa3009612,20
Deivy Cruz,sa3016013,18
Martin Cordova,sa3007607,#N/A
Miguel Pozo,sa3016581,20
Manuel Daza,sa922474,#N/A
Andres Diaz,sa3006159,#N/A
Andres German,sa3002937,#N/A
Jason Bonilla,sa3009723,#N/A
Manuel Urias,sa3007606,21
Rodney Hutchison,sa3008162,#N/A
Carlos Meza,sa3006410,#N/A
Jacob Sims,sa3007895,#N/A
Kevin Hernandez,sa3008451,#N/A
Jose Cruz,sa3006383,#N/A
Francis Cespedes,sa919554,#N/A
Dallas Woolfolk,sa3007771,25
Carlos Sanchez,sa917794,#N/A
Reny Artiles,sa3008716,#N/A
Jean Munoz,sa3016594,19
Woo-Young Jin,sa3010132,#N/A
Jorge Ferrer,sa3005708,21
Kelvin Bautista,sa3006491,#N/A
Wyatt Marks,sa3004453,#N/A
Luis Serna,sa3016528,17
Edwin Jimenez,sa3010800,20
Kevin Ribon,sa3015430,19
Lisandro Almonte,sa3015497,20
Jose Valdez,sa3011438,20
Jose Oca,sa917346,#N/A
Cayden Hatcher,sa3008291,#N/A
Luis Osorio,sa3015988,19
Rafael Camacho,sa3009244,19
Breidy Encarnacion,sa3009205,21
Gerardo Abrego,sa3016741,21
Engels Martinez,sa3009497,20
Yoscar Pimentel,sa3009599,#N/A
Bryan Magdaleno,sa3016478,21
Alejandro Carrillo,sa3009533,#N/A
Juan De Los Santos,sa3010808,20
Jhan Zambrano,sa3009472,#N/A
Alex Mejias,sa917876,#N/A
Joiner Vicent,sa3015439,20
Joshua Gessner,sa3011658,22
Moises Ruiz,sa3005469,#N/A
Enmanuel De La Cruz,sa3010378,20
Keven Pimentel,sa3010646,#N/A
Jenrry Gonzalez,sa3006485,#N/A
Maycold Leon,sa3008693,20
Cesar Loaiza,sa3005892,#N/A
Pablo Garabitos,sa3007787,#N/A
Arlinthon De Dios,sa3005446,22
Jordany Vasquez,sa3008728,21
Carlos Paula,sa3003098,#N/A
Stanly Sabino,sa917791,#N/A
Yoniel Curet,sa3015446,19
Rodolfo Fajardo,sa3003117,22
Marco Jimenez,sa3002926,#N/A
Elian Ferreira,sa3005439,22
Henry Anderson,sa3011185,#N/A
Cesar Angomas,sa3003057,22
Gabriel Torres,sa3015447,21
Cal Maduro,sa3009720,#N/A
Adrian Pena,sa3016580,19
Sebastian Tabata,sa3006576,#N/A
